country,country_code,year,gdp_pc,gov_effect,pop,log_gdp_pc,log_pop,new_arms_tiv,second_hand_arms_tiv,recurrence
Angola,AGO,2016,3020.98332805417,-0.971493542194366,29183070.0,8.01333766268696,17.18909930457212,54.75,74.88,1
Angola,AGO,2017,2911.60084214038,-0.951988995075226,30234839.0,7.97645832648035,17.22450542672075,31.5,413.88,0
Angola,AGO,2019,2664.43850995544,-1.1284898519516,32375632.0,7.887748623953354,17.29291659902896,34.0,6.73,1
Angola,AGO,2020,2433.37637275564,-1.25748455524445,33451132.0,7.797035025745776,17.325596185520457,49.2,1.44,0
Azerbaijan,AZE,2005,2631.85145279408,-0.741808712482452,8391850.0,7.875442851944449,15.942771554732651,0.0,71.62,1
Azerbaijan,AZE,2008,4693.07707968116,-0.785877287387848,8763400.0,8.453843740053564,15.986094515464323,7.9,24.67,1
Azerbaijan,AZE,2012,5194.92091665083,-0.790763437747955,9295784.0,8.555436680443604,16.04507152200353,213.8,7.6,1
Azerbaijan,AZE,2014,5506.18169600319,-0.313590198755264,9535079.0,8.613626684795415,16.07048808224715,79.5,0.0,1
Azerbaijan,AZE,2015,5500.50364628486,-0.258792459964752,9649341.0,8.61259493907989,16.08240018082785,431.0,0.0,0
Azerbaijan,AZE,2016,5270.738165712,-0.159376382827759,9757812.0,8.569925701121672,16.09357875292924,198.4,0.0,0
Azerbaijan,AZE,2017,5229.7098898586,-0.171380609273911,9854033.0,8.562111085130104,16.10339137097429,160.60000000000002,44.96,0
Azerbaijan,AZE,2020,5083.56025445721,-0.15526370704174,10093121.0,8.533767132592194,16.12736466065602,28.8,0.0,0
Bangladesh,BGD,2005,739.203718353409,-0.918954312801361,144715786.0,6.6055735505548245,18.790282280329965,11.7,0.0,0
Bangladesh,BGD,2006,779.419570444998,-0.838699102401733,146405973.0,6.658549502218567,18.80189395783955,233.44,0.0,0
Bangladesh,BGD,2016,1299.83091360792,-0.705847561359406,160811932.0,7.169989468534807,18.89574611593626,252.84,92.4,0
Bangladesh,BGD,2017,1373.75363740186,-0.752013146877289,162186147.0,7.225302153504579,18.90425528909315,239.4,0.0,0
Burkina Faso,BFA,2018,694.492813126351,-0.644067406654358,20438288.0,6.543181813870662,16.832920562453385,20.98,9.9,1
Burkina Faso,BFA,2019,717.021595096634,-0.7781862616539,20961952.0,6.575105958830349,16.8582195428518,3.84,0.0,0
Burkina Faso,BFA,2020,713.8421779224,-0.708106637001038,21478690.0,6.570661898582423,16.88257183878054,0.0,1.8,0
Burundi,BDI,1998,322.030961886279,-1.6014848947525,6187108.0,5.774647695848152,15.637978330316807,12.0,0.0,0
Burundi,BDI,2002,305.4383585397,-1.50260782241821,6824132.0,5.721747985878725,15.73597571146012,0.0,3.4,0
Burundi,BDI,2015,280.966831311923,-1.23757755756378,11047580.0,5.6382366243308475,16.217721957418156,0.0,1.4,0
Burundi,BDI,2019,261.750180238427,-1.37481689453125,12255336.0,5.567390538340388,16.32147199194916,2.0,0.0,1
Cameroon,CMR,2015,1415.00009710569,-0.833807587623596,22763414.0,7.254884878703265,16.94066515597353,5.92,4.279999999999999,1
Cameroon,CMR,2016,1435.61830727839,-0.822786748409271,23454161.0,7.269350911545437,16.97055847848031,0.08,22.02,0
Cameroon,CMR,2017,1444.90682916573,-0.861256957054138,24128601.0,7.2758001203817315,16.99890845829923,0.0,7.92,0
Cameroon,CMR,2018,1461.01969999317,-0.857635021209717,24806383.0,7.286889895570244,17.02661155705117,2.56,0.0,0
Cameroon,CMR,2019,1470.31785276187,-0.866082966327667,25506095.0,7.293233882767849,17.05442800117586,0.0,4.0,1
Cameroon,CMR,2020,1434.51913723409,-0.931410908699036,26210558.0,7.268584976032392,17.081672864657097,2.5,0.0,0
Central African Republic,CAF,2006,439.294330902768,-1.47496902942657,4377579.0,6.085169646056144,15.292006389809684,0.0,9.2,1
Central African Republic,CAF,2011,532.38295493852,-1.31311178207397,4565021.0,6.277363070491019,15.333933672219684,0.0,6.8,0
Central African Republic,CAF,2018,395.020015455909,-1.7354371547699,4878657.0,5.978936435657613,15.400380535035474,1.68,0.0,1
Central African Republic,CAF,2020,398.834274122139,-1.72879374027252,5026628.0,5.988545977529536,15.430259939538695,0.0,1.2,0
Chad,TCD,1998,400.89675561707,-0.599871158599854,7938840.0,5.993703926867075,15.887277726832416,0.0,6.6,0
Chad,TCD,2006,641.784341007243,-1.46016418933868,10706424.0,6.464252329822861,16.186354493111644,17.47,0.64,0
Chad,TCD,2007,640.337914179992,-1.61005914211273,11081660.0,6.461996027921801,16.220802047556177,4.9,44.68,0
Chad,TCD,2008,637.193939261993,-1.55422186851501,11476296.0,6.45707406647464,16.25579424870998,17.919999999999998,73.60000000000001,0
Chad,TCD,2009,640.760736157705,-1.41902196407318,11893754.0,6.4626561207147395,16.291523946337627,0.0,27.11,0
Chad,TCD,2010,702.835158960433,-1.45710134506226,12312575.0,6.555122382040054,16.32613165581449,22.85,0.0,0
Chad,TCD,2015,747.588448455507,-1.49103915691376,14647621.0,6.616852623957895,16.499788491162317,1.32,0.0,0
Chad,TCD,2017,637.440946195503,-1.50938868522644,15622759.0,6.457461639323022,16.564239319300533,2.0,0.0,1
Chad,TCD,2018,631.014596004206,-1.56226944923401,16156531.0,6.4473289938175915,16.59783492217163,7.0,0.0,1
Chad,TCD,2019,630.861050028594,-1.60712659358978,16685223.0,6.447085632315446,16.630034035376468,1.12,0.0,0
Chad,TCD,2020,601.325555951846,-1.51073718070984,17224679.0,6.399136478309589,16.66185373898643,3.08,0.0,0
China,CHN,2008,4711.64344921263,0.165779024362564,1324655000.0,8.457792053795362,21.00441788512204,2135.0,0.0,0
Colombia,COL,1996,4198.69126252708,-0.45862889289856,36462745.0,8.342528151552576,17.41180161236763,20.72,17.22,0
Colombia,COL,1998,4213.82800470051,-0.325808048248291,37792165.0,8.346126778320091,17.447612363973082,66.64,48.7,0
Colombia,COL,2000,4016.80951748167,-0.403075814247131,39089934.0,8.298243214136546,17.481375549356354,21.6,22.2,0
Colombia,COL,2002,4058.28493578738,-0.487907588481903,40324680.0,8.308515733738236,17.51247424642019,203.0,12.8,0
Colombia,COL,2003,4154.17528523618,-0.221860736608505,40937429.0,8.331869200280558,17.527555337007097,67.4,24.0,0
Colombia,COL,2004,4311.91591255233,-0.215896517038345,41543171.0,8.369137611599138,17.54224370956042,0.0,11.2,0
Colombia,COL,2005,4457.27537460443,-0.197672158479691,42128977.0,8.402292955782052,17.55624635167605,17.75,4.5600000000000005,0
Colombia,COL,2006,4694.03442939175,-0.191516101360321,42691084.0,8.4540477111501,17.569500650775314,125.64,0.0,0
Colombia,COL,2007,4947.25260813108,-0.0502213798463345,43235374.0,8.506587672816924,17.582169560738237,159.3,4.0,0
Colombia,COL,2008,5048.57187245249,-0.0256232153624296,43758808.0,8.526860684740482,17.59420347621888,74.0,10.15,0
Colombia,COL,2009,5046.97121757727,-0.300557911396027,44271541.0,8.526543583446504,17.60585261322832,182.5,139.86,0
Colombia,COL,2010,5214.24547620131,-0.123824141919613,44777319.0,8.559149673592595,17.617212296864682,138.55,66.23,0
Colombia,COL,2011,5517.1011086899,-0.0504269637167454,45259614.0,8.615607839856338,17.62792566963131,133.15,6.0,0
Colombia,COL,2012,5675.75617978305,-0.0011649925727397,45715810.0,8.643959081011802,17.637954747896842,235.6,18.0,0
Colombia,COL,2013,5910.80592301166,0.0531518310308456,46151584.0,8.684537467094968,17.647441841184357,165.95,28.04,0
Colombia,COL,2014,6121.83982019825,-0.135854035615921,46565429.0,8.719617954543367,17.65636895682362,102.94,30.0,0
Colombia,COL,2015,6248.51490534512,-0.0937390848994255,46969940.0,8.740099099350715,17.66501838059125,87.3,86.8,0
Colombia,COL,2016,6316.07067782542,-0.03696658462286,47437512.0,8.750852565595604,17.67492386608452,0.8,16.8,0
Colombia,COL,2018,6353.5464285392,-0.139370113611221,49024465.0,8.75676842867108,17.707830017187547,0.0,2.6,1
Colombia,COL,2019,6439.96359812647,0.0327151045203209,49907985.0,8.77027816661759,17.725691567959988,7.25,0.0,0
Colombia,COL,2020,5891.95523215403,0.0084753185510635,50629997.0,8.681343179480681,17.740054784692685,0.9,95.2,0
Ethiopia,ETH,1998,245.504476745904,-1.19072878360748,63363524.0,5.5033151822858475,17.964398922610652,24.2,246.06,1
Ethiopia,ETH,2000,257.412698845663,-1.20650112628937,67411494.0,5.550680629009828,18.026326095467873,31.3,41.16,0
Ethiopia,ETH,2003,252.806674812797,-1.07022738456726,73832663.0,5.532625065455769,18.117311779733367,340.0,64.08,0
Ethiopia,ETH,2004,278.648105685268,-0.878722608089447,76077206.0,5.629949715805709,18.14725925102652,0.0,9.0,0
Ethiopia,ETH,2010,438.78661648794,-0.488994628190994,90538514.0,6.084013227680555,18.321285887202095,58.0,0.0,0
Ethiopia,ETH,2011,474.159034335211,-0.521041929721832,93149970.0,6.1615427808974745,18.34972133295063,0.0,76.47999999999999,0
Ethiopia,ETH,2012,500.919355284732,-0.454180359840393,95798767.0,6.216445120632662,18.37776037229459,32.0,254.35,0
Ethiopia,ETH,2013,539.072451759433,-0.620984315872192,98438751.0,6.289849980724263,18.4049450954749,57.0,40.8,0
Ethiopia,ETH,2014,578.632922927813,-0.443245232105255,101115610.0,6.360668291939156,18.431775073654595,0.0,9.6,0
Ethiopia,ETH,2016,662.32729587522,-0.714294850826263,106718162.0,6.4957598384046475,18.485701917344596,101.92,0.0,0
Ethiopia,ETH,2019,774.512169391667,-0.66142076253891,115737383.0,6.65223337231149,18.566834242829625,71.4,0.0,0
Ethiopia,ETH,2020,799.47559497498,-0.589582562446594,118917671.0,6.683956006448476,18.593941971307704,24.5,0.0,0
Georgia,GEO,2004,2105.00472843799,-0.55611526966095,3927340.0,7.65207299240279,15.183472909898889,0.0,47.98,1
Georgia,GEO,2008,2970.15858282428,0.305029034614563,3848449.0,7.996370625261619,15.16318076795237,116.15,5.35,1
Guinea,GIN,2000,614.137235083638,-0.87711489200592,8428832.0,6.42021841308073,15.947168767591052,11.2,14.64,0
India,IND,1996,654.355928429641,-0.111606687307358,979678458.0,6.483651436488936,20.702734971709337,184.1,0.0,1
India,IND,1998,695.293709344799,-0.11445739865303,1018665080.0,6.544334359666948,20.74175886198974,559.8,0.48,1
India,IND,2000,756.704109527449,-0.187351524829865,1057922733.0,6.628972304540029,20.77957313652469,954.59,3.84,1
India,IND,2002,793.615912906381,-0.189068421721458,1097600380.0,6.676599607314973,20.816392161145743,1936.35,18.18,0
India,IND,2003,841.278894571674,-0.143909424543381,1116803006.0,6.734923227556812,20.833735981587672,2143.65,108.0,1
India,IND,2004,892.596614581612,-0.179698884487152,1135991513.0,6.794134759427068,20.850771686266757,1181.5,31.2,0
India,IND,2005,947.732565646672,-0.0987746343016624,1154676322.0,6.854072358708038,20.86708590095277,8278.75,0.0,0
India,IND,2006,1008.23275343783,-0.0953764915466309,1172878890.0,6.915954328164906,20.882727153205455,1574.5,0.0,0
India,IND,2007,1069.24696813025,0.136991709470749,1190676021.0,6.97470991159236,20.89778706764467,2156.3,67.7,0
India,IND,2008,1086.50605251513,-0.0097329141572117,1207930964.0,6.990722370334562,20.912174785819342,1898.3,0.0,0
India,IND,2009,1155.10163274172,-0.0032957887742668,1225524753.0,7.051943612800449,20.926634959014873,4351.7,39.6,1
India,IND,2010,1235.15939133951,0.0316559858620167,1243481564.0,7.118955302547687,20.941180995203176,1306.75,0.0,0
India,IND,2011,1281.61054354933,0.0225540697574615,1261224954.0,7.155872803144588,20.955349271357615,1417.1,0.0,0
India,IND,2012,1333.09626557668,-0.15608711540699,1278674502.0,7.195259534807989,20.969089833017943,6710.0,0.0,0
India,IND,2013,1399.4537980287,-0.157355144619942,1295829511.0,7.243837295212061,20.982416876068697,6412.9,0.0,1
India,IND,2014,1484.31640682913,-0.222846582531929,1312277191.0,7.302709613149856,20.995029778781227,1447.95,0.0,1
India,IND,2015,1583.99815907985,0.0800815001130104,1328024498.0,7.367707410176632,21.00695833511966,1450.8,0.0,0
India,IND,2016,1694.46534973825,0.0613894164562225,1343944296.0,7.435122542173674,21.01887463175987,2484.05,0.0,0
India,IND,2017,1788.69770318446,0.0410966314375401,1359657400.0,7.489243093928637,21.03049859319457,1881.0,0.0,0
India,IND,2018,1883.35772705062,0.262917786836624,1374659064.0,7.540811487804754,21.041471583864865,1571.0,0.0,0
India,IND,2019,1936.03067741067,0.130771830677986,1389030312.0,7.568395113480953,21.05187172337467,3328.6600000000003,0.0,0
India,IND,2020,1806.50110583878,0.374532461166382,1402617695.0,7.499147162731864,21.061606109843773,1289.85,0.0,0
Indonesia,IDN,1998,1780.20049551406,-0.694517493247986,209826788.0,7.484481274872203,19.161792929283727,55.2,0.72,0
Indonesia,IDN,2000,1828.10265975051,-0.366054028272629,216077790.0,7.511033910038139,19.19114903970289,176.7,3.96,0
Indonesia,IDN,2002,1926.37435875198,-0.550523042678833,222088495.0,7.563394944577402,19.218586486532395,20.3,3.62,0
Indonesia,IDN,2003,1991.91820513763,-0.596454501152039,225048008.0,7.596853375623593,19.23182430629768,337.12,11.04,0
Indonesia,IDN,2004,2065.70617478401,-0.490505009889603,227926649.0,7.633227420196627,19.24453442024509,35.0,0.16,0
Indonesia,IDN,2005,2155.44780167098,-0.502644717693329,230871650.0,7.675753777550188,19.257372486362165,37.5,0.0,0
Indonesia,IDN,2018,3701.32155475457,0.141379877924919,269951846.0,8.216445211820504,19.413754152908577,53.57,0.48,1
Iraq,IRQ,2004,3354.26588756715,-1.61869239807129,27577878.0,8.117988214007669,17.13252448755795,79.10000000000001,12.82,1
Iraq,IRQ,2005,3310.86344473993,-1.63549697399139,28407448.0,8.104964293791246,17.16216192227012,181.95,180.28,0
Iraq,IRQ,2006,3471.98744698568,-1.73054528236389,28616515.0,8.15248246027419,17.169494556683844,223.37,489.22,0
Iraq,IRQ,2007,3565.58054079041,-1.56380665302277,28391607.0,8.179082164132152,17.161604131285365,203.03,53.64,0
Iraq,IRQ,2008,3781.78001712762,-1.2360702753067,28971036.0,8.237950081775155,17.181807130238326,113.25,5.6,0
Iraq,IRQ,2009,3768.17284328983,-1.18672871589661,30058206.0,8.234345506005615,17.21864625986942,261.15,0.0,0
Iraq,IRQ,2010,3881.94327045302,-1.1039627790451,31045366.0,8.264091150137638,17.250960112049693,853.07,16.36,0
Iraq,IRQ,2011,4030.01686860986,-1.07451224327087,32161424.0,8.301525840691239,17.286278279901737,324.2,221.2,0
Iraq,IRQ,2012,4387.90469058707,-1.05595529079437,33654842.0,8.386607100691377,17.33166749671975,323.75,1.54,0
Iraq,IRQ,2013,4504.82687537354,-1.04929423332214,35281989.0,8.412904739864173,17.37888316506473,434.75,2.02,0
Iraq,IRQ,2014,4446.97343234862,-1.05569767951965,36550059.0,8.399979016206505,17.414193358385845,1899.65,195.0,0
Iraq,IRQ,2015,4440.14189252367,-1.2022225856781,37560535.0,8.398441612691233,17.44146445607936,1069.44,202.33,0
Iraq,IRQ,2016,4932.9272911439,-1.23010790348053,38469627.0,8.503687861847576,17.465379578814563,1210.65,17.1,0
Iraq,IRQ,2017,4736.32710809857,-1.22211647033691,39337353.0,8.463017242611702,17.48768508345554,177.42000000000002,28.24,0
Iraq,IRQ,2018,4749.00921836896,-1.26693630218506,40265624.0,8.465691289665148,17.511008660421886,354.98,2.4,0
Iraq,IRQ,2019,4898.14897652181,-1.31078171730042,41192171.0,8.496612652835967,17.53375877199101,0.0,19.2,0
Iraq,IRQ,2020,4213.99843766061,-1.30339181423187,42116605.0,8.346167223614328,17.555952638942514,1.85,0.0,0
Israel,ISR,1996,26762.0191453672,0.77417254447937,5692000.0,10.194738965258416,15.55457223819188,34.75,65.8,0
Israel,ISR,1998,27545.1108182352,1.04076933860779,5971000.0,10.22358033306936,15.602424975529129,1616.85,0.0,0
Israel,ISR,2000,29352.2758538156,1.05533421039581,6289000.0,10.28712536411768,15.65431263352564,451.25,0.0,1
Israel,ISR,2002,28110.3463494109,1.03079378604889,6570000.0,10.24389298504171,15.698024390460793,589.88,100.8,0
Israel,ISR,2003,28011.8266813741,1.13986682891846,6689700.0,10.240382081457042,15.716079588049604,109.8,77.5,0
Israel,ISR,2004,28808.8298448048,1.2419970035553,6809000.0,10.268437210967866,15.733755824465105,1887.32,0.0,0
Israel,ISR,2005,29498.6336701064,1.03845989704132,6930100.0,10.2920992249877,15.751384801076403,246.4,6.0,0
Israel,ISR,2006,30599.2172149639,1.24783563613892,7053700.0,10.328729706402935,15.769062859812225,2165.0,126.0,1
Israel,ISR,2007,31871.0466312068,1.23067355155945,7180100.0,10.369453247512451,15.78682386850402,118.0,11.0,0
Israel,ISR,2009,31924.7910234896,1.27143526077271,7485600.0,10.371138135021512,15.82849173294384,55.0,0.0,0
Israel,ISR,2010,33112.7068111258,1.38622903823853,7623600.0,10.407672379272434,15.846759257042624,92.0,0.0,0
Israel,ISR,2011,34314.6503871244,1.33679676055908,7765800.0,10.443327666951168,15.865240035658584,11.0,23.8,0
Israel,ISR,2012,34542.8817579662,1.26981163024902,7910500.0,10.449956780703472,15.883701548871256,49.0,35.2,0
Israel,ISR,2014,36013.6686508041,1.20617961883545,8215700.0,10.491653830120791,15.921557515805082,1843.52,0.0,1
Israel,ISR,2018,38599.1089040283,1.16925418376923,8882800.0,10.560984469798582,15.999627380582242,101.5,0.0,1
Israel,ISR,2019,39302.6518220125,1.28858661651611,9054000.0,10.57904727196801,16.018717206978042,801.76,0.0,0
Jordan,JOR,2016,3933.14704611068,0.11637906730175,10006367.0,8.27719515950577,16.11873214835087,66.95,66.5,0
Kenya,KEN,2015,1489.11959777284,-0.393976986408234,47088526.0,7.305940350326721,17.667539919967243,1.0,0.0,0
Kenya,KEN,2016,1517.97796057742,-0.402430564165115,48139687.0,7.325134439126475,17.689617488428517,37.98,0.0,0
Kenya,KEN,2017,1542.33773973372,-0.390356600284576,49197766.0,7.341054557205019,17.711358773927564,0.0,10.3,0
Kenya,KEN,2018,1596.69045914945,-0.493653178215027,50207107.0,7.375688302972038,17.731667148346524,2.72,2.88,0
Kenya,KEN,2019,1645.70961777862,-0.441659152507782,51202827.0,7.405926948771305,17.751305303329204,22.2,1.44,0
Kenya,KEN,2020,1609.33414078281,-0.399473369121552,52217334.0,7.383575795278356,17.77092506669569,61.4,3.3,0
Lebanon,LBN,2014,7830.4151113336,-0.256652057170868,6346990.0,8.965770803075566,15.663491242739862,5.6,0.0,0
Lebanon,LBN,2015,7714.1099998804,-0.40157213807106,6472469.0,8.950806398438399,15.683068201102348,11.62,48.61,0
Lebanon,LBN,2017,8305.57405425721,-0.460771948099136,6160128.0,9.02468214118266,15.633608114514598,38.0,37.48,1
Lesotho,LSO,1998,696.935973937753,-0.0990643203258514,1998049.0,6.546693547054458,14.50768176241444,5.0,0.0,0
Liberia,LBR,2000,754.850917360951,-1.79194414615631,2928117.0,6.626520269302072,14.889870112281391,0.0,8.7,1
Libya,LBY,2011,6569.59477578957,-1.0535888671875,6343203.0,8.790207431614478,15.662894403887623,6.8,0.0,0
Libya,LBY,2013,10126.314927806,-1.31830942630768,6304628.0,9.222892752955376,15.65679452484752,46.28,12.0,1
Libya,LBY,2016,7236.16409923502,-1.75351476669312,6632126.0,8.886846524427611,15.70743597441052,2.0,0.0,0
Libya,LBY,2019,8768.4104874586,-1.77421140670776,6951033.0,9.07891082463603,15.754400839589696,33.3,0.0,1
Libya,LBY,2020,6102.79864032512,-1.85938096046448,7045399.0,8.716502738443767,15.76788533762316,0.0,0.44,0
Malaysia,MYS,2013,8964.80724896203,0.993431925773621,30174265.0,9.101061885413454,17.222499966739033,35.78,0.0,0
Mali,MLI,2007,658.457019310221,-0.760422825813293,14457775.0,6.489899248453605,16.486742890102846,0.0,9.24,1
Mali,MLI,2008,667.583424768544,-0.785017490386963,14940782.0,6.5036643633915965,16.519605079003263,0.0,5.61,0
Mali,MLI,2009,677.24304910758,-0.797493636608124,15435539.0,6.518030217505492,16.552183135943608,0.0,6.6,0
Mali,MLI,2012,664.489488855298,-0.983055293560028,16957033.0,6.4990190599022295,16.646193231986327,0.0,8.57,1
Mali,MLI,2013,660.173389348304,-0.899786651134491,17459615.0,6.492502511651738,16.6754010577317,0.22,7.2,0
Mali,MLI,2014,684.949913127196,-1.08551561832428,18020267.0,6.529345716066521,16.70700762690484,0.54,0.0,1
Mali,MLI,2016,722.812021596039,-1.02762377262115,19191289.0,6.583149190561002,16.7699670361293,14.8,10.12,0
Mali,MLI,2017,737.275674738634,-0.964268267154694,19813011.0,6.602961872099025,16.80184940106728,54.629999999999995,0.0,0
Mali,MLI,2018,748.506920372791,-1.02613079547882,20442030.0,6.618080449471973,16.833103633436856,24.28,0.0,0
Mali,MLI,2019,760.795187413671,-1.09918296337128,21068405.0,6.634364185519363,16.863285082867517,2.86,4.48,0
Mali,MLI,2020,729.061137632465,-1.18640530109406,21713836.0,6.59175759355729,16.893460219014454,31.28,0.0,0
Mauritania,MRT,2010,1460.19179652873,-0.985421478748322,3390965.0,7.286323073559861,15.036625099615406,7.2,12.0,0
Mexico,MEX,1996,8320.65295694833,0.225326701998711,92452702.0,9.026496011138272,18.342207741979298,72.0,25.76,1
Mozambique,MOZ,2013,559.393953685688,-0.635945856571198,25051611.0,6.326853972138992,17.036448694804506,0.12,9.37,1
Mozambique,MOZ,2014,585.266716133984,-0.744966745376587,25788475.0,6.372067668344984,17.065438244662896,4.2,11.5,0
Mozambique,MOZ,2016,620.779714954555,-0.946212470531464,27337105.0,6.430976292682047,17.123755494845852,36.24,0.0,1
Mozambique,MOZ,2018,621.153734194787,-0.960869610309601,29018644.0,6.431578610385618,17.183449077933016,3.45,0.0,1
Mozambique,MOZ,2019,617.13932000195,-0.909160733222961,29884380.0,6.425094800688096,17.212846493831545,22.25,0.0,0
Mozambique,MOZ,2020,591.804059985932,-0.810174465179443,30783688.0,6.383175600344625,17.242495497261075,3.0,0.0,0
Nepal,NPL,2002,556.438454538796,-0.598195910453796,25328981.0,6.32155657077898,17.047459792191155,3.65,6.04,0
Nepal,NPL,2003,570.28967363428,-0.800985097885132,25688758.0,6.3461444310974215,17.06156402225759,7.5,5.8,0
Nepal,NPL,2004,589.46992868617,-0.955853760242462,26016656.0,6.379223707117632,17.074247506263927,30.0,3.44,0
